canton,municipality,bfs_code,address,plz,buildingGroundArea_sqm,grossInvest_CHF,subsidies_CHF,netInvest_CHF,paybackTime_years,producedKwhYear_kWh,selfConsumedKwhYear_kWh,selfConsumptionPct_pct,gridFeedinKwhYear_kWh
BE,Sorvilier,711,Champ de la Pierre 16,2736,109.03,27600.00,3421.00,19343.20,14.646,10856.92,2528.78,23.29,8328.14
BE,Nods,724,Chemin de Plein Vent 11,2518,0.00000,19600.00,2116.00,13987.20,18.556,6897.81,1199.88,17.395,5697.94
BE,Nods,724,Chemin de Plein Vent 9,2518,230.48,14800.00,1321.00,10783.20,21.56,4309.41,976.89,22.67,3332.52
BE,Nods,724,Route de Lignières 17,2518,301.47,15600.00,1459.00,11312.80,24.26,4148.68,895.03,21.57,3253.64
BE,Nods,724,Chemin du Stand 5,2518,916.77,181000.00,37050.00,115160.00,9.786,134290.01,2277.36,1.6959,132012.65
BE,Nods,724,Route de Lignières 16,2518,119.27,17900.00,1842.00,12846.40,21.33,5363.01,1092.58,20.37,4270.44
BE,Nods,724,Chemin de Plein Vent 5,2518,230.48,14800.00,1321.00,10783.20,21.51,4317.66,979.70,22.69,3337.96
BE,Nods,724,Chemin du Stand 7,2518,916.77,181000.00,37050.00,115160.00,9.775,134428.64,2279.74,1.6959,132148.90
BE,Nods,724,Chemin de Chuffort 9,2518,118.30,44500.00,8089.00,29128.80,10.400,26748.96,3153.11,11.788,23595.85
BE,Sauge,449,Sur la Côte 94,2536,91.46,15500.00,1447.00,11242.40,24.06,4141.12,901.11,21.76,3240.01
BE,Sauge,449,Prés de l'Aiguë Roche 58,2536,57.97,16300.00,1570.00,11784.00,24.93,4130.89,957.22,23.17,3173.67
BE,Sauge,449,Prés de l'Aiguë Roche 47c,2536,114.53,16300.00,1570.00,11784.00,25.01,4126.50,951.12,23.05,3175.39
BE,Sauge,449,Prés de l'Aiguë Roche 114,2536,42.28,12600.00,960.00,9312.00,28.50,3034.42,609.10,20.07,2425.31
BE,Sauge,449,Sur la Côte 48b,2536,72.30,23800.00,2794.00,16804.80,17.996,7764.63,1860.58,23.96,5904.05
BE,Sauge,449,Montagne de Romont 47e,2536,132.63,22400.00,2575.00,15860.00,16.580,7950.73,1853.93,23.32,6096.80
BE,Sauge,449,Chemin des Etampés 11,2537,97.24,27900.00,3465.00,19548.00,14.722,10942.10,2533.66,23.16,8408.43
BE,Sauge,449,Chemin des Etampés 20,2537,109.40,14900.00,1345.00,10844.00,22.80,4161.75,920.15,22.11,3241.60
BE,Sauge,449,Chemin des Etampés 16,2537,120.49,14800.00,1323.00,10781.60,22.53,4191.26,918.98,21.93,3272.28
BE,Sauge,449,Chemin de la Sauge 11,2537,135.74,18700.00,1971.00,13383.20,24.30,4986.42,1020.57,20.47,3965.85
BE,Seehof,709,Bächle 33,2747,254.04,29200.00,3740.00,20368.00,20.80,10115.43,1092.80,10.803,9022.63
BE,Seehof,709,Stäge 17h,2747,121.38,15000.00,1353.00,10917.60,23.72,4115.29,862.76,20.96,3252.54
BE,Seehof,709,Schmittliwald 25,2747,115.87,23600.00,2766.00,16667.20,24.89,6895.17,856.28,12.419,6038.89
BE,Seehof,709,Chly-Karlisberg 24,2747,466.10,17000.00,1682.00,12254.40,23.86,4645.44,942.74,20.29,3702.70
BE,Seehof,709,Schmittli 31,2747,215.37,21700.00,2455.00,15396.00,21.13,7291.79,928.39,12.732,6363.40
BE,Seehof,709,Sunnehalb 16,2747,273.16,15200.00,1391.00,11047.20,23.86,4091.73,894.02,21.85,3197.71
BE,Seehof,709,Harzer 6d,2747,965.56,17900.00,1836.00,12851.20,20.94,5407.06,1132.93,20.95,4274.13
BE,Seehof,709,Wandgrabe 12,2747,322.09,16900.00,1672.00,12182.40,20.31,5220.32,1122.76,21.51,4097.56
BE,Seehof,709,Hüsligrabe 14,2747,108.22,21700.00,2456.00,15395.20,21.68,7195.64,873.80,12.144,6321.83
BE,Seehof,709,Probsteberg 7c,2747,224.10,18000.00,1845.00,12924.00,23.49,4902.49,1040.13,21.22,3862.36
BE,Rebévelier,715,Les Cerniers 12,2717,143.83,42700.00,7567.00,28106.40,12.079,21038.97,3358.51,15.963,17680.46
BE,Rebévelier,715,Les Cerniers 7,2717,23.31,17700.00,1804.00,12716.80,20.24,5507.47,1155.38,20.98,4352.09
BE,Rebévelier,715,Les Cerniers 6,2717,67.75,23000.00,2674.00,16260.80,17.268,7859.15,1834.51,23.34,6024.64
BE,Rebévelier,715,Les Cerniers 8,2717,312.96,15500.00,1438.00,11249.60,23.09,4224.85,967.22,22.89,3257.63
BE,Rebévelier,715,Les Cerniers 14,2717,258.51,17800.00,1822.00,12782.40,21.26,5353.65,1088.40,20.33,4265.25
BE,Rebévelier,715,La Monte 33,2717,149.98,30000.00,3979.00,20816.80,19.190,10894.67,1299.38,11.927,9595.28
BE,Rebévelier,715,Les Cerniers 2,2717,44.35,18800.00,1986.00,13451.20,23.00,5210.37,1097.91,21.07,4112.46
BE,Rebévelier,715,La Monte 30,2717,726.96,79300.00,15582.00,50974.40,12.197,47237.53,1436.42,3.041,45801.11
BE,Rebévelier,715,Village 19,2717,474.34,17000.00,1689.00,12248.80,19.317,5554.52,1144.84,20.61,4409.68
BE,Rebévelier,715,Vieux Prés 25a,2717,318.58,15200.00,1389.00,11048.80,22.51,4264.24,959.70,22.51,3304.54
BE,Valbirse,717,Moron 37,2733,115.21,22300.00,2562.00,15790.40,19.478,7932.73,1071.14,13.503,6861.59
BE,Valbirse,717,Les Vernes 2,2733,135.15,43000.00,7657.00,28274.40,10.304,24663.05,3830.93,15.533,20832.12
BE,Valbirse,717,Rue du Beurnez 22,2733,142.00,17600.00,1782.00,12654.40,21.30,5280.40,1079.43,20.44,4200.97
BE,Valbirse,717,Rameul 33,2733,307.83,13300.00,1075.00,9780.00,32.92,2861.24,553.01,19.328,2308.23
BE,Valbirse,717,Rue du Beurnez 21,2733,161.66,39900.00,6768.00,26505.60,14.125,20056.52,1328.02,6.621,18728.51
BE,Valbirse,717,Les Vernes 3,2733,111.44,47100.00,8824.00,30620.80,10.573,28422.65,2909.69,10.237,25512.96
BE,Valbirse,717,Les Vernes 7,2733,107.32,42500.00,7517.00,27986.40,11.141,24211.74,2786.33,11.508,21425.41
BE,Valbirse,717,Les Vernes 5,2733,106.85,41300.00,7183.00,27293.60,11.328,23134.03,2730.35,11.802,20403.68
BE,Valbirse,717,Les Vernes 4,2733,140.70,38300.00,6313.00,25589.60,11.817,20333.26,2712.10,13.338,17621.16
BE,Valbirse,717,Chemin de Pontenet 11,2735,110.35,30000.00,3971.00,20823.20,18.869,11057.71,1320.68,11.944,9737.03
BE,Plateau de Diesse,726,Le Fornel 1,2517,682.95,14800.00,1322.00,10782.40,21.55,4356.00,954.25,21.91,3401.75
BE,Plateau de Diesse,726,Chemin des Chalets 31,2516,52.53,12700.00,987.00,9370.40,29.40,2997.23,586.42,19.565,2410.81
BE,Plateau de Diesse,726,Mont Sujet 89,2516,485.19,23900.00,2818.00,16865.60,20.81,7999.62,1080.35,13.505,6919.27
BE,Plateau de Diesse,726,Chemin des Noisetiers 50,2516,124.38,31400.00,4360.00,21632.00,15.424,12530.51,2247.80,17.939,10282.70
BE,Plateau de Diesse,726,Chemin des Chalets 35,2516,88.00,15200.00,1401.00,11039.20,22.96,4193.95,940.08,22.42,3253.86
BE,Plateau de Diesse,726,Chemin des Noisetiers 41,2516,64.07,16700.00,1639.00,12048.80,25.37,4830.37,634.84,13.143,4195.53
BE,Nods,724,Les Combes 121,2518,501.03,28800.00,3633.00,20133.60,14.913,11148.34,2575.88,23.11,8572.45
BE,Plateau de Diesse,726,Chemin des Noisetiers 39,2516,130.32,15400.00,1419.00,11184.80,23.28,4186.38,947.53,22.63,3238.84
BE,Plateau de Diesse,726,Chemin des Noisetiers 56,2516,63.66,29700.00,3890.00,20648.00,19.069,10843.04,1305.81,12.043,9537.24
BE,Plateau de Diesse,726,Chemin des Noisetiers 53,2516,59.97,12600.00,971.00,9303.20,29.10,3012.55,581.85,19.314,2430.70
BE,Plateau de Diesse,726,Chemin des Chalets 30,2516,58.01,15100.00,1382.00,10974.40,22.21,4249.35,982.36,23.12,3266.99
BE,Nods,724,Entre les Chemins 175,2518,19.600,15700.00,1473.00,11381.60,30.83,3645.34,620.93,17.034,3024.40
BE,Schelten,708,Dürrenberg 7,2827,266.59,25600.00,3093.00,18005.60,19.894,9279.25,1006.56,10.847,8272.68
BE,Schelten,708,Grossscheuer 14,2827,313.86,19000.00,2015.00,13588.00,26.85,4689.49,933.83,19.913,3755.67
BE,Schelten,708,Obere Muolte 25,2827,721.69,57000.00,11352.00,36518.40,12.530,32662.83,1184.99,3.628,31477.84
BE,Schelten,708,Obere Muolte 26,2827,382.55,28300.00,3543.00,19805.60,19.562,10303.55,1154.43,11.204,9149.12
BE,Schelten,708,Untere Muolte 24,2827,623.51,17000.00,1683.00,12253.60,23.98,4620.51,940.66,20.36,3679.86
BE,Schelten,708,Scheltenmühle 11,2827,627.45,27700.00,3436.00,19411.20,18.398,10638.10,1203.19,11.310,9434.91
BE,Schelten,708,Scheltenmühle 27,2827,57.40,17500.00,1763.00,12589.60,29.96,4388.88,578.41,13.179,3810.48
BE,Schelten,708,Rain 5,2827,148.00,12600.00,966.00,9307.20,30.41,2893.90,566.77,19.585,2327.14
BE,Schelten,708,Rothlachen 22,2827,659.67,22600.00,2604.00,15996.80,21.88,7305.04,959.44,13.134,6345.61
BE,Schelten,708,Oberdjardin 4,2827,353.54,19500.00,2105.00,13916.00,25.54,4985.87,1011.28,20.28,3974.59
BE,Biel/Bienne,371,Chemin des Communaux 3,2504,505.01,21700.00,2461.00,15391.20,18.325,8229.34,1066.54,12.960,7162.81
BE,Biel/Bienne,371,Route d'Orpond 4,2504,68.22,28600.00,3591.00,20007.20,14.554,11303.40,2627.30,23.24,8676.10
BE,Biel/Bienne,371,Chemin Mettlen 14,2504,60.93,23900.00,2813.00,16869.60,15.871,8907.54,1997.48,22.42,6910.06
BE,Biel/Bienne,371,Chemin du Montoz 20,2504,62.34,17200.00,1714.00,12388.80,19.321,5615.68,1158.71,20.63,4456.96
BE,Biel/Bienne,371,Chemin du Montoz 18,2504,131.43,28000.00,3486.00,19611.20,14.138,11429.33,2616.11,22.89,8813.22
BE,Biel/Bienne,371,Chemin du Lézard 15,2504,230.87,17100.00,1702.00,12318.40,26.64,4073.19,951.87,23.37,3121.32
BE,Biel/Bienne,371,Chemin du Lézard 17,2504,230.87,23900.00,2813.00,16869.60,15.854,8914.92,1999.76,22.43,6915.16
BE,Biel/Bienne,371,Chemin du Long-Champ 9,2504,89.01,23900.00,2813.00,16869.60,15.859,8912.65,1999.17,22.43,6913.48
BE,Twann-Tüscherz,756,Strandweg 103,2513,147.34,37000.00,5959.00,24832.80,14.062,17294.59,2018.55,11.672,15276.03
BE,Biel/Bienne,371,Chemin du Lézard 13,2504,230.87,24300.00,2886.00,17131.20,18.499,7829.36,1799.78,22.99,6029.58
BE,Twann-Tüscherz,756,Strandweg 102,2513,50.96,54200.00,10821.00,34703.20,12.076,31606.42,1412.73,4.470,30193.69
BE,Biel/Bienne,371,Chemin du Lézard 5,2504,296.58,24300.00,2886.00,17131.20,18.500,7829.32,1799.58,22.99,6029.74
BE,Twann-Tüscherz,756,Strandweg 104,2513,130.42,70400.00,13881.00,45215.20,9.956,43151.29,5178.10,12.000,37973.19
BE,Twann-Tüscherz,756,Strandweg 111,2513,77.80,42700.00,7560.00,28112.00,10.895,21788.39,4360.74,20.01,17427.65
BE,Twann-Tüscherz,756,Strandweg 105,2513,94.68,62000.00,12300.00,39760.00,10.456,39595.54,2707.85,6.839,36887.68
BE,Twann-Tüscherz,756,Strandweg 100,2513,251.03,17700.00,1801.00,12719.20,20.54,5464.65,1127.63,20.64,4337.01
BE,Twann-Tüscherz,756,Strandweg 110,2513,77.80,22800.00,2634.00,16132.80,16.405,8082.17,1945.96,24.08,6136.20
BE,Twann-Tüscherz,756,Strandweg 106,2513,142.11,27900.00,3466.00,19547.20,14.207,11430.80,2552.09,22.33,8878.71
BE,Twann-Tüscherz,756,Strandweg 101,2513,201.78,29300.00,3768.00,20425.60,15.204,11072.68,2591.45,23.40,8481.23
BE,Twann-Tüscherz,756,Twannberg 4,2516,45.50,17400.00,1753.00,12517.60,27.11,4750.65,621.75,13.088,4128.89
BE,Péry-La Heutte,450,La Vanne 62,2604,281.14,30200.00,4028.00,20937.60,20.22,10534.07,1217.32,11.556,9316.75
BE,Péry-La Heutte,450,La Vanne 70,2604,219.76,22200.00,2532.00,15734.40,20.85,7520.71,968.57,12.879,6552.14
BE,Péry-La Heutte,450,La Tscharner 20,2604,208.44,15800.00,1489.00,11448.80,24.42,4113.80,931.89,22.65,3181.92
BE,Péry-La Heutte,450,Rue de la Cascade 11a,2603,64.50,12700.00,976.00,9379.20,29.97,2953.61,577.09,19.538,2376.53
BE,Péry-La Heutte,450,Rue des Tilles 17,2603,108.01,17100.00,1704.00,12316.80,20.48,5318.39,1088.64,20.47,4229.75
BE,Péry-La Heutte,450,Rue des Tilles 21,2603,274.45,17200.00,1721.00,12383.20,20.29,5390.32,1103.98,20.48,4286.34
BE,Péry-La Heutte,450,Rue des Tilles 19,2603,161.83,87400.00,17109.00,56232.80,10.321,53806.04,5284.42,9.821,48521.62
BE,Péry-La Heutte,450,Rue des Huit-Journaux 3,2603,73.31,15800.00,1490.00,11448.00,22.95,4485.98,909.42,20.27,3576.56
BE,Péry-La Heutte,450,Rue des Ruaux 8,2603,120.26,45400.00,8334.00,29652.80,11.167,25286.95,3108.37,12.292,22178.58
BE,Péry-La Heutte,450,Rue des Tilles 41,2603,219.28,43200.00,7722.00,28382.40,11.229,23435.07,3273.39,13.968,20161.68
BE,Meinisberg,390,Niesenstrasse 15,2554,177.86,22700.00,2615.00,16068.00,18.896,8380.06,1075.61,12.835,7304.45
BE,Meinisberg,390,Niesenstrasse 14,2554,99.99,12600.00,975.00,9300.00,28.23,3033.17,623.75,20.56,2409.42
BE,Meinisberg,390,Niesenstrasse 18,2554,238.03,40900.00,7055.00,27076.00,13.264,19607.71,2468.47,12.589,17139.24
BE,Meinisberg,390,Hertenholzweg 4,2554,102.10,28000.00,3490.00,19608.00,14.316,11197.44,2635.72,23.54,8561.72
BE,Meinisberg,390,Hertenholzweg 2,2554,117.59,17300.00,1737.00,12450.40,19.747,5483.62,1168.74,21.31,4314.88
BE,Meinisberg,390,Obermattweg 1,2554,0.00000,17300.00,1732.00,12454.40,19.738,5488.66,1168.82,21.30,4319.84
BE,Meinisberg,390,Niesenstrasse 16b,2554,120.82,18000.00,1845.00,12924.00,21.23,5377.73,1122.07,20.87,4255.66
BE,Meinisberg,390,Chasseralweg 2,2554,221.64,21800.00,2477.00,15458.40,15.515,8131.32,1963.40,24.15,6167.92
BE,Meinisberg,390,Niesenstrasse 16,2554,113.47,18400.00,1917.00,13186.40,19.504,6009.36,1185.68,19.731,4823.68
BE,Meinisberg,390,Hauptstrasse 28,2554,172.33,67500.00,13335.00,43332.00,10.683,40691.22,3687.93,9.063,37003.29
BE,Aegerten,731,Friedhofweg 7,2558,79.90,45000.00,8219.00,29424.80,10.376,25590.60,3924.60,15.336,21666.00
BE,Aegerten,731,Haldenstrasse 17,2558,126.87,17300.00,1738.00,12449.60,19.602,5539.82,1166.61,21.06,4373.21
BE,Aegerten,731,Haldenstrasse 8,2558,111.54,53100.00,10498.00,34081.60,9.956,33599.06,3369.88,10.030,30229.18
BE,Aegerten,731,Schüracher 12g,2558,103.04,27300.00,3379.00,19136.80,15.253,10746.77,2217.64,20.64,8529.13
BE,Aegerten,731,Portstrasse 27,2558,146.19,38500.00,6386.00,25691.20,12.820,20850.07,1590.38,7.628,19259.69
BE,Aegerten,731,Moosweg 1,2558,88.50,62500.00,12387.00,40090.40,9.287,39302.22,5642.32,14.356,33659.90
BE,Aegerten,731,Moosweg 5,2558,73.90,14800.00,1332.00,10774.40,21.48,4310.65,984.24,22.83,3326.41
BE,Aegerten,731,Moosweg 7,2558,131.43,22000.00,2514.00,15588.80,15.585,8138.58,1987.01,24.41,6151.57
BE,Aegerten,731,Friedhofweg 7a,2558,94.23,32600.00,4696.00,22323.20,13.522,14813.28,2497.00,16.857,12316.28
BE,Aegerten,731,Haldenstrasse 9,2558,99.60,46600.00,8658.00,30353.60,11.443,27734.27,1921.76,6.929,25812.52
BE,Pieterlen,392,Zelgliweg 1,2542,117.32,46800.00,8716.00,30467.20,11.431,28995.26,1369.78,4.724,27625.49
BE,Pieterlen,392,Gräuschenweg 19,2542,557.65,16900.00,1673.00,12181.60,19.237,5554.30,1137.88,20.49,4416.42
BE,Pieterlen,392,Gräuschenweg 2,2542,99.06,28800.00,3632.00,20134.40,16.785,12103.14,1291.29,10.669,10811.85
BE,Pieterlen,392,Zeughausweg 9,2542,148.34,51500.00,10048.00,33161.60,10.019,33392.95,2817.39,8.437,30575.57
BE,Pieterlen,392,Gräuschenweg 5,2542,121.15,41500.00,7218.00,27425.60,10.547,23187.17,3741.43,16.136,19445.74
BE,Pieterlen,392,Gräuschenweg 12,2542,114.70,16900.00,1674.00,12180.80,19.157,5570.77,1143.90,20.53,4426.87
BE,Pieterlen,392,Gräuschenweg 11,2542,523.86,15900.00,1504.00,11516.80,25.31,4068.14,881.63,21.67,3186.51
BE,Pieterlen,392,Meinisbergweg 14,2542,704.50,88900.00,17394.00,57204.80,12.014,52499.08,2248.86,4.284,50250.21
BE,Pieterlen,392,Gräuschenweg 7,2542,653.45,14600.00,1298.00,10641.60,21.45,4306.16,951.45,22.10,3354.71
BE,Bellmund,732,Stockackerweg 54,2564,122.65,48900.00,9335.00,31652.00,12.605,27370.62,1394.85,5.096,25975.77
BE,Bellmund,732,Jäissbergweg 8,2564,130.87,28100.00,3506.00,19675.20,14.229,11401.35,2608.05,22.87,8793.30
BE,Bellmund,732,Jäissbergweg 9,2564,156.92,18400.00,1917.00,13186.40,19.481,6014.95,1186.88,19.732,4828.07
BE,Pieterlen,392,Meinisbergweg 10,2542,787.79,70000.00,13812.00,44950.40,14.883,33884.08,1505.75,4.444,32378.33
BE,Bellmund,732,Jäissbergweg 16,2564,587.78,28700.00,3614.00,20068.80,17.671,11392.97,1293.53,11.354,10099.44
BE,Bellmund,732,Stockackerweg 48,2564,210.48,27600.00,3429.00,19336.80,14.150,11300.91,2556.63,22.62,8744.28
BE,Bellmund,732,Jäissbergweg 7,2564,143.55,30900.00,4241.00,21327.20,14.764,12165.45,2640.12,21.70,9525.33
BE,Bellmund,732,Jensgasse 21,2564,116.28,29800.00,3927.00,20698.40,16.278,10713.35,2392.42,22.33,8320.93
BE,Bellmund,732,Jensgasse 23,2564,104.18,28900.00,3648.00,20201.60,15.262,10940.30,2537.86,23.20,8402.45
BE,Bellmund,732,Jäissbergweg 11,2564,349.60,56300.00,11220.00,36064.00,11.027,32052.74,3392.22,10.583,28660.52
BE,Bellmund,732,Jäissbergweg 2,2564,111.28,22200.00,2532.00,15734.40,18.897,8156.03,1076.75,13.202,7079.28
BE,Brügg,733,Pfeideck 4,2555,164.16,19000.00,2020.00,13584.00,23.03,5250.54,1110.04,21.14,4140.50
BE,Brügg,733,Pfeidstrasse 5,2555,63.68,27500.00,3408.00,19273.60,13.908,11437.53,2591.56,22.66,8845.98
BE,Brügg,733,Pfeideck 18,2555,111.55,18400.00,1917.00,13186.40,19.347,6065.53,1187.92,19.585,4877.60
BE,Brügg,733,Pfeideck 6,2555,131.36,62500.00,12390.00,40088.00,10.929,40488.68,1547.26,3.821,38941.43
BE,Brügg,733,Industriestrasse 1a,2555,132.03,23900.00,2813.00,16869.60,15.971,8903.61,1963.50,22.05,6940.11
BE,Brügg,733,Friedhofweg 4,2555,74.36,27600.00,3427.00,19338.40,13.945,11416.85,2610.03,22.86,8806.82
BE,Brügg,733,Industriestrasse 1b,2555,132.03,23000.00,2662.00,16270.40,16.932,7970.04,1884.03,23.64,6086.01
BE,Brügg,733,Neubrückstrasse 9,2555,159.31,15200.00,1387.00,11050.40,23.26,4237.13,887.70,20.95,3349.43
BE,Brügg,733,Pfeidstrasse 4,2555,526.23,21700.00,2457.00,15394.40,18.374,8249.47,1045.53,12.674,7203.94
BE,Evilard,372,Kapellenweg 3,2532,132.22,22500.00,2592.00,15926.40,16.302,8072.80,1906.70,23.62,6166.10
BE,Brügg,733,Pfeidstrasse 16,2555,112.35,28100.00,3498.00,19681.60,14.592,11270.18,2490.04,22.09,8780.13
BE,Evilard,372,Route Principale 76a,2533,109.86,28700.00,3600.00,20080.00,14.624,11268.65,2637.25,23.40,8631.40
BE,Evilard,372,Kapellenweg 11,2532,55.81,22600.00,2605.00,15996.00,16.382,8058.59,1913.48,23.74,6145.10
BE,Evilard,372,Kapellenweg 9,2532,40.13,53000.00,10483.00,34013.60,12.564,28344.70,2090.33,7.375,26254.37
BE,Evilard,372,Kapellenweg 15,2532,135.83,28100.00,3506.00,19675.20,14.206,11355.84,2643.86,23.28,8711.97
BE,Evilard,372,Kapellenweg 17,2532,145.82,33800.00,5061.00,22991.20,14.569,16396.58,1355.59,8.268,15040.99
BE,Evilard,372,Route Principale 27,2533,42.25,23600.00,2776.00,16659.20,17.715,7943.04,1801.85,22.68,6141.19
BE,Evilard,372,Neu'Chemin 12,2533,111.14,25400.00,3065.00,17868.00,18.469,9368.92,1292.68,13.798,8076.24
BE,Evilard,372,Chemin des Ages 23,2533,172.31,28100.00,3498.00,19681.60,14.502,11269.75,2534.59,22.49,8735.16
BE,Evilard,372,Neu'Chemin 1,2533,73.05,17600.00,1789.00,12648.80,20.31,5457.08,1148.12,21.04,4308.96
BE,Mörigen,742,Hauptstrasse 2a,2572,209.19,23900.00,2813.00,16869.60,15.975,8862.26,1982.15,22.37,6880.11
BE,Mörigen,742,Amselweg 5,2572,80.86,82800.00,16242.00,53246.40,9.764,53761.94,5209.05,9.689,48552.89
BE,Mörigen,742,Blumenmatt 8,2572,271.57,70100.00,13833.00,45013.60,10.690,44837.61,2545.43,5.677,42292.18
BE,Mörigen,742,Beundenstrasse 23,2572,106.14,17700.00,1794.00,12724.80,20.69,5408.58,1132.40,20.94,4276.17
BE,Mörigen,742,Blumenmatt 7,2572,169.77,93800.00,18318.00,60385.60,9.722,58334.12,7351.43,12.602,50982.68
BE,Mörigen,742,Schulstrasse 8,2572,66.94,15800.00,1490.00,11448.00,21.62,4694.08,972.19,20.71,3721.89
BE,Mörigen,742,Blumenmatt 1,2572,100.43,17600.00,1781.00,12655.20,20.58,5414.32,1126.91,20.81,4287.42
BE,Mörigen,742,Amselweg 7,2572,79.36,42700.00,7564.00,28108.80,10.530,24752.85,3375.17,13.635,21377.68
BE,Mörigen,742,Beundenstrasse 27,2572,144.85,17400.00,1752.00,12518.40,19.513,5574.68,1185.85,21.27,4388.83
BE,Mörigen,742,Beundenstrasse 26,2572,177.67,44300.00,8021.00,29023.20,11.167,25368.39,2736.53,10.787,22631.86
BE,Lengnau (BE),387,Rigiweg 26,2543,130.66,14800.00,1334.00,10772.80,21.64,4314.58,962.29,22.30,3352.29
BE,Lengnau (BE),387,Rolliweg 44,2543,73.55,15400.00,1422.00,11182.40,23.87,4191.16,879.83,20.99,3311.33
BE,Lengnau (BE),387,Rolliweg 102,2543,166.27,15800.00,1490.00,11448.00,21.58,4701.15,975.78,20.76,3725.37
BE,Lengnau (BE),387,Rolliweg 50,2543,127.20,32700.00,4749.00,22360.80,13.403,14608.40,2695.90,18.454,11912.50
BE,Lengnau (BE),387,Denkmalweg 18,2543,84.84,49500.00,9479.00,32016.80,11.763,28972.56,1764.63,6.091,27207.92
BE,Lengnau (BE),387,Rolliweg 46,2543,239.68,15400.00,1422.00,11182.40,23.88,4190.55,879.75,20.99,3310.80
BE,Lengnau (BE),387,Rolliweg 110,2543,115.71,29500.00,3822.00,20542.40,15.852,10928.86,2410.07,22.05,8518.79
BE,Lengnau (BE),387,Rolliweg 94,2543,156.00,36100.00,5711.00,24311.20,12.057,18032.46,2981.65,16.535,15050.82
BE,Lengnau (BE),387,Rigiweg 29,2543,103.56,15600.00,1459.00,11312.80,24.53,4160.08,861.28,20.70,3298.80
BE,Lengnau (BE),387,Rolliweg 92,2543,146.44,47400.00,8910.00,30792.00,11.049,27322.15,2873.59,10.517,24448.56
BE,Ligerz,740,Chôté 17,2514,451.97,50300.00,9713.00,32469.60,11.063,29926.40,2466.69,8.243,27459.72
BE,Ligerz,740,Unterer Planchesweg 28,2514,98.08,28600.00,3591.00,20007.20,17.696,11322.93,1298.22,11.465,10024.71
BE,Ligerz,740,Oberer Planchesweg 10,2514,119.86,49800.00,9562.00,32190.40,10.189,31041.54,3112.03,10.025,27929.51
BE,Ligerz,740,Unterer Planchesweg 26,2514,111.85,17500.00,1764.00,12588.80,19.770,5574.75,1163.73,20.87,4411.03
BE,Ligerz,740,Unterer Planchesweg 11,2514,109.72,50900.00,9896.00,32803.20,9.254,31655.72,4920.01,15.542,26735.71
BE,Ligerz,740,Chôté 5,2514,304.17,110600.00,21510.00,71272.00,9.718,73636.25,6322.69,8.586,67313.56
BE,Ligerz,740,Chôté 14,2514,107.10,46800.00,8719.00,30464.80,10.432,27725.64,3374.40,12.171,24351.24
BE,Ligerz,740,Unterer Planchesweg 2,2514,175.43,69200.00,13653.00,44437.60,8.945,45957.23,6056.72,13.179,39900.51
BE,Ligerz,740,Unterer Planchesweg 1,2514,196.30,119400.00,23172.00,76982.40,9.045,80057.62,9746.91,12.175,70310.71
BE,Ligerz,740,Unterer Planchesweg 4,2514,143.45,58800.00,11694.00,37684.80,9.397,38441.32,4308.05,11.207,34133.27
BE,Ipsach,739,Eigerweg 8,2563,224.89,18400.00,1917.00,13186.40,19.402,6038.74,1190.38,19.712,4848.36
BE,Ipsach,739,Hauptstrasse 81,2563,85.24,14800.00,1328.00,10777.60,22.38,4244.68,908.49,21.40,3336.20
BE,Ipsach,739,Rousseauweg 11,2563,160.50,17700.00,1804.00,12716.80,20.95,5379.35,1103.30,20.51,4276.05
BE,Ipsach,739,Hauptstrasse 83,2563,243.23,17100.00,1711.00,12311.20,19.850,5456.34,1121.11,20.55,4335.23
BE,Ipsach,739,Kleinfeldstrasse 42b,2563,126.42,29200.00,3743.00,20365.60,14.859,11220.21,2661.80,23.72,8558.41
BE,Ipsach,739,Hauptstrasse 85,2563,105.41,22000.00,2512.00,15590.40,16.090,8008.34,1881.31,23.49,6127.03
BE,Ipsach,739,Hauptstrasse 79,2563,163.32,17100.00,1711.00,12311.20,19.869,5455.97,1118.04,20.49,4337.93
BE,Ipsach,739,Amselweg 2,2563,104.24,74200.00,14601.00,47679.20,11.286,45351.73,2477.10,5.462,42874.63
BE,Ipsach,739,Amselweg 5,2563,130.34,17200.00,1718.00,12385.60,19.272,5583.46,1182.42,21.18,4401.04
BE,Ipsach,739,Amselweg 3,2563,130.34,17200.00,1718.00,12385.60,19.269,5584.26,1182.61,21.18,4401.65
BE,Nidau,743,Strandweg 7,2560,128.00,14800.00,1334.00,10772.80,21.62,4305.67,968.73,22.50,3336.94
BE,Nidau,743,Turmweg 5,2560,111.44,18400.00,1920.00,13184.00,22.15,5329.84,1083.81,20.33,4246.04
BE,Nidau,743,Knettnauweg 9,2560,714.38,14600.00,1301.00,10639.20,21.11,4349.15,972.64,22.36,3376.51
