canton,municipality,bfs_code,address,plz,buildingGroundArea_sqm,grossInvest_CHF,subsidies_CHF,netInvest_CHF,paybackTime_years,producedKwhYear_kWh,selfConsumedKwhYear_kWh,selfConsumptionPct_pct,gridFeedinKwhYear_kWh
VD,Bullet,5552,La Merlaz 800,1452,237.07,14700.00,1317.00,10706.40,25.12,3845.71,803.02,20.88,3042.69
VD,Bullet,5552,Chemin du Fouetteley 10,1453,97.99,17700.00,1801.00,12719.20,20.64,5470.82,1108.59,20.26,4362.23
VD,Bullet,5552,Chemin du Fouetteley 13,1453,117.99,134900.00,26109.00,87032.80,12.433,79288.28,2385.07,3.008,76903.21
VD,Champagne,5553,Chemin de la Palettaz 12,1424,108.09,42900.00,7628.00,28217.60,10.043,25589.67,3722.97,14.549,21866.71
VD,Champagne,5553,Chemin de la Palettaz 14,1424,111.85,36300.00,5762.00,24430.40,11.528,19336.58,2895.87,14.976,16440.70
VD,Champagne,5553,Rue de Saint-Maurice 10,1424,353.35,17300.00,1742.00,12446.40,19.383,5643.09,1152.95,20.43,4490.14
VD,Champagne,5553,La Prise 3c,1424,844.46,17000.00,1683.00,12253.60,18.982,5689.40,1140.43,20.04,4548.97
VD,Champagne,5553,La Prise 3e,1424,785.69,17000.00,1683.00,12253.60,18.971,5691.70,1141.18,20.05,4550.52
VD,Champagne,5553,Rue de Saint-Maurice 9,1424,606.71,168400.00,33190.00,108168.00,10.585,112903.58,4116.61,3.646,108786.97
VD,Champagne,5553,La Prise 3a,1424,844.46,17000.00,1683.00,12253.60,18.958,5694.67,1142.05,20.05,4552.61
VD,Champagne,5553,La Prise 3b,1424,844.46,17000.00,1683.00,12253.60,18.953,5696.02,1142.48,20.06,4553.54
VD,Champagne,5553,La Prise 3d,1424,844.46,17000.00,1683.00,12253.60,18.948,5697.14,1142.74,20.06,4554.41
VD,Chavannes-le-Chêne,5907,Chemin du Grésaley 1,1464,64.91,37000.00,5967.00,24826.40,14.779,15439.49,2465.84,15.971,12973.65
VD,Chavannes-le-Chêne,5907,La Douane 1,1464,103.64,15600.00,1453.00,11317.60,22.73,4387.70,948.46,21.62,3439.24
VD,Champagne,5553,Chemin de Savary 1,1424,40.89,17300.00,1742.00,12446.40,19.310,5659.89,1157.71,20.45,4502.17
VD,Chavannes-le-Chêne,5907,Chemin des Epinettes 17,1464,276.68,17500.00,1769.00,12584.80,20.48,5494.28,1082.71,19.706,4411.58
VD,Chavannes-le-Chêne,5907,Route de Lucens 22,1464,204.19,17100.00,1701.00,12319.20,19.749,5563.87,1087.60,19.548,4476.27
VD,Chavannes-le-Chêne,5907,Route de Lucens 28,1464,93.22,45200.00,8284.00,29532.80,10.504,27100.88,3051.81,11.261,24049.07
VD,Chavannes-le-Chêne,5907,Chemin de Braye 4,1464,66.61,53800.00,10706.00,34475.20,9.540,34251.98,4095.26,11.956,30156.72
VD,Chavannes-le-Chêne,5907,Chemin de la Ruchille 17,1464,118.63,18000.00,1851.00,12919.20,21.55,5413.19,1054.64,19.483,4358.55
VD,Chavannes-le-Chêne,5907,Route de Lucens 26,1464,132.28,54900.00,10944.00,35164.80,9.707,35527.57,3543.22,9.973,31984.35
VD,Chavannes-le-Chêne,5907,Chemin de Braye 1,1464,153.10,19500.00,2089.00,13928.80,18.687,6811.49,1194.75,17.540,5616.74
VD,L'Abergement,5741,Chemin du Petit Vailloud 7,1355,32.97,12600.00,965.00,9308.00,27.87,3109.80,610.82,19.642,2498.98
VD,L'Abergement,5741,Chemin du Petit Vailloud 8,1355,70.17,17400.00,1748.00,12521.60,20.16,5515.70,1104.92,20.03,4410.78
VD,Chavannes-le-Chêne,5907,Chemin de la Ruchille 9,1464,105.91,27800.00,3462.00,19470.40,15.377,11288.01,2027.66,17.963,9260.35
VD,L'Abergement,5741,Rue du Grand Vailloud 15,1355,282.39,29800.00,3916.00,20707.20,18.492,11261.61,1302.80,11.569,9958.81
VD,L'Abergement,5741,Rue du Grand Vailloud 11,1355,147.96,21300.00,2395.00,15124.00,20.35,6835.84,1219.44,17.839,5616.40
VD,L'Abergement,5741,Rue du Grand Vailloud 9,1355,98.71,15300.00,1414.00,11108.80,22.22,4352.88,968.53,22.25,3384.36
VD,L'Abergement,5741,Rue du Grand Vailloud 4,1355,1312.04,30200.00,4036.00,20931.20,16.299,13131.91,1279.16,9.741,11852.75
VD,L'Abergement,5741,Rue du Grand Vailloud 2,1355,1312.04,34800.00,5318.00,23585.60,14.967,16482.91,1327.57,8.054,15155.33
VD,L'Abergement,5741,Chemin du Petit Vailloud 1,1355,148.52,17700.00,1802.00,12718.40,20.09,5597.58,1138.73,20.34,4458.85
